GEO.id2,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC04_EST_VC01,,,,,
Id2,Total; Estimate; Workers 16 years and over,"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over","Car, truck, or van -- carpooled; Estimate; Workers 16 years and over",Public transportation (excluding taxicab); Estimate; Workers 16 years and over,,,,,
54981,7092,5948,497,44,,,,,
54982,3214,2362,381,27,,,,,
54983,2165,1794,141,9,,,,,
54984,1225,1012,127,0,,,,,
54985,0,0,0,0,,,,,
54986,2343,2080,94,9,,,,,
55001,1506,1223,140,5,,,,,
55003,1027,814,66,15,,,,,
55005,2496,2080,168,52,,,,,
55006,1731,1363,230,14,,,,,
55007,1097,874,155,4,,,,,
55008,7401,5662,841,152,,,,,
55009,4314,3571,309,27,,,,,
55011,5528,4609,489,22,,,,,
55012,1118,818,138,38,,,,,
55013,3460,2886,202,10,,,,,
55014,15170,12933,1040,400,,,,,
55016,18385,15463,1619,423,,,,,
55017,391,314,44,0,,,,,
55018,563,422,41,2,,,,,
55019,1128,984,76,12,,,,,
55020,2032,1780,97,25,,,,,
55021,13786,11395,1219,108,,,,,
55024,18512,15398,1602,532,,,,,
55025,12677,10158,1220,214,,,,,
55026,189,172,9,0,,,,,
55027,1562,1203,110,20,,,,,
55029,17,17,0,0,,,,,
55030,597,493,83,0,,,,,
55031,1247,1060,63,4,,,,,
55032,1656,1327,177,29,,,,,
55033,15330,12715,1414,64,,,,,
55036,19,19,0,0,,,,,
55037,2279,1735,305,8,,,,,
55038,11689,9493,1272,184,,,,,
55040,6878,5923,575,49,,,,,
55041,3993,3075,292,46,,,,,
55042,4646,3936,221,70,,,,,
55043,1933,1704,97,26,,,,,
55044,26983,22011,2061,825,,,,,
55045,3660,3053,377,47,,,,,
55046,2867,2504,171,1,,,,,
55047,1354,1058,133,8,,,,,
55049,1269,1076,118,2,,,,,
55051,4188,3370,401,6,,,,,
55052,1020,819,109,13,,,,,
55053,572,450,58,0,,,,,
55054,1442,1171,228,0,,,,,
55055,1742,1479,119,44,,,,,
55056,7100,5730,707,88,,,,,
55057,13573,7763,780,87,,,,,
55060,14386,12525,1012,80,,,,,
55063,4273,3367,547,39,,,,,
55065,645,542,48,4,,,,,
55066,8677,7348,625,115,,,,,
55068,15367,12950,1097,402,,,,,
55069,2100,1732,199,0,,,,,
55070,4019,3311,451,10,,,,,
55071,3008,2540,276,29,,,,,
55072,1449,1080,176,19,,,,,
55073,1707,1392,129,20,,,,,
55074,1129,951,91,7,,,,,
55075,10622,8515,1127,465,,,,,
55076,11467,9252,1118,220,,,,,
55077,6787,5601,489,223,,,,,
55079,4122,3475,428,45,,,,,
55080,1232,1003,113,13,,,,,
55082,17504,14812,1088,191,,,,,
55084,850,686,84,10,,,,,
55085,288,258,14,0,,,,,
55087,185,175,9,1,,,,,
55088,904,675,68,10,,,,,
55089,1057,793,147,4,,,,,
55090,171,145,17,9,,,,,
55092,6183,5310,500,98,,,,,
55101,3902,2120,132,262,,,,,
55102,9863,6750,655,963,,,,,
55103,5509,3404,707,781,,,,,
55104,24284,15840,2012,2562,,,,,
55105,15935,10593,1037,1136,,,,,
55106,23384,16875,3920,1471,,,,,
55107,6796,5049,1033,296,,,,,
55108,8549,5225,677,985,,,,,
55109,15322,12369,1554,526,,,,,
55110,19966,17058,1203,351,,,,,
55111,0,0,0,0,,,,,
55112,22437,17448,2018,632,,,,,
55113,20584,16075,1499,971,,,,,
55114,1988,1271,137,376,,,,,
55115,4475,3695,307,69,,,,,
55116,13237,10149,620,1072,,,,,
55117,20306,14634,2811,1452,,,,,
55118,13064,10163,1103,649,,,,,
55119,20787,16342,2129,1332,,,,,
55120,2274,1844,137,76,,,,,
55121,4778,3955,443,167,,,,,
55122,18109,14683,1461,683,,,,,
55123,14538,12270,802,380,,,,,
55124,27756,22656,1994,1296,,,,,
55125,22894,19257,1539,784,,,,,
55126,13852,11685,762,318,,,,,
55127,9114,7699,550,266,,,,,
55128,15767,13212,1356,556,,,,,
55129,11826,9871,744,351,,,,,
55130,6065,4017,1181,481,,,,,
55150,122,85,24,1,,,,,
55155,0,0,0,0,,,,,
55301,5527,4887,231,83,,,,,
55302,3473,2878,352,10,,,,,
55303,24611,20311,1847,742,,,,,
55304,25346,21100,1863,646,,,,,
55305,10364,8294,716,410,,,,,
55306,8785,7023,846,300,,,,,
55307,1691,1312,158,15,,,,,
55308,5175,4263,570,32,,,,,
55309,9804,7971,1020,198,,,,,
55310,651,530,38,4,,,,,
55311,18606,15587,1186,608,,,,,
55312,827,680,59,4,,,,,
55313,11627,9556,884,53,,,,,
55314,554,409,58,0,,,,,
55315,2844,2237,212,120,,,,,
55316,14082,11490,1199,623,,,,,
55317,11138,9175,526,360,,,,,
55318,14529,11974,1025,322,,,,,
55319,2736,2338,192,11,,,,,
55320,2818,2316,234,16,,,,,
55321,2391,1921,296,2,,,,,
55322,1801,1416,166,7,,,,,
55324,667,581,57,0,,,,,
55325,2050,1747,156,5,,,,,
55327,2288,2018,123,52,,,,,
55328,4629,3811,386,80,,,,,
55329,945,765,71,13,,,,,
55330,19832,16286,1697,337,,,,,
55331,9058,7486,435,112,,,,,
55332,788,626,61,2,,,,,
55333,423,342,18,0,,,,,
55334,1315,1060,125,5,,,,,
55335,869,609,84,6,,,,,
55336,3906,3274,278,21,,,,,
55337,24068,19660,1779,1146,,,,,
55338,591,479,50,0,,,,,
55339,586,495,45,3,,,,,
55340,3603,2959,214,16,,,,,
55341,1741,1523,66,33,,,,,
55342,1010,816,52,0,,,,,
55343,13912,10435,1553,840,,,,,
55344,8706,6752,815,302,,,,,
55345,11413,9049,980,299,,,,,
55346,9487,8082,366,246,,,,,
55347,15974,13074,959,418,,,,,
55349,1975,1605,157,3,,,,,
55350,9484,7867,922,16,,,,,
55352,4797,4014,287,35,,,,,
55353,1674,1353,152,3,,,,,
55354,1354,1106,117,3,,,,,
55355,4818,4014,377,17,,,,,
55356,2804,2352,120,103,,,,,
55357,1603,1404,84,12,,,,,
55358,2701,2141,361,5,,,,,
55359,3155,2591,179,38,,,,,
55360,1551,1311,108,8,,,,,
55362,10441,8660,890,116,,,,,
55363,2293,1962,186,4,,,,,
55364,8322,6663,569,142,,,,,
55366,233,212,12,0,,,,,
55367,559,458,60,0,,,,,
55368,1248,1054,88,4,,,,,
55369,19271,16124,1230,730,,,,,
55370,493,368,42,6,,,,,
55371,8081,6710,819,13,,,,,
55372,16511,14028,1038,272,,,,,
55373,3200,2639,306,0,,,,,
55374,7574,5953,691,285,,,,,
55375,2696,2154,251,26,,,,,
55376,9266,8004,616,46,,,,,
55378,16022,13482,1015,407,,,,,
55379,22498,18914,1733,444,,,,,
55381,1131,960,97,0,,,,,
55382,1832,1477,198,3,,,,,
55384,777,582,44,6,,,,,
55385,696,504,44,0,,,,,
55386,3684,2923,315,61,,,,,
55387,6844,5785,520,36,,,,,
55388,2923,2533,148,1,,,,,
55389,1153,928,119,0,,,,,
55390,1420,1134,119,3,,,,,
55391,7565,5940,566,138,,,,,
55395,1419,1147,158,0,,,,,
55396,1098,792,148,0,,,,,
55397,1495,1153,163,12,,,,,
55398,7894,6608,787,99,,,,,
55401,5760,3219,225,458,,,,,
55402,259,25,10,17,,,,,
55403,10062,4791,452,1509,,,,,
55404,12669,5645,1122,2802,,,,,
55405,10031,5798,813,1739,,,,,
55406,19614,12546,1644,2345,,,,,
55407,19850,11829,2354,2754,,,,,
55408,20351,12506,1397,3416,,,,,
55409,7169,4589,815,756,,,,,
55410,11324,8371,857,499,,,,,
55411,10559,5991,1605,1950,,,,,
55412,9314,6558,1184,876,,,,,
55413,8291,5373,605,1137,,,,,
55414,16962,7689,859,2775,,,,,
55415,1633,786,144,264,,,,,
55416,19125,14989,1387,979,,,,,
55417,14910,11137,995,1325,,,,,
55418,17703,12440,1476,1896,,,,,
55419,14693,10737,845,1284,,,,,
55420,11511,8584,1339,661,,,,,
55421,13664,10206,1441,1106,,,,,
55422,14810,11768,1265,643,,,,,
55423,19290,14164,2209,1366,,,,,
55424,4628,3827,153,63,,,,,
55425,5407,3903,445,504,,,,,
55426,14689,11386,1184,840,,,,,
55427,12028,9920,757,604,,,,,
55428,14377,11193,1464,898,,,,,
55429,13097,9991,1560,996,,,,,
55430,10886,8073,1106,1102,,,,,
55431,9466,7671,720,347,,,,,
55432,14801,11440,1603,653,,,,,
55433,18111,14705,1585,850,,,,,
55434,15144,12463,1652,466,,,,,
55435,6386,4671,775,328,,,,,
55436,5771,4795,186,101,,,,,
55437,10182,8041,818,396,,,,,
55438,8998,7661,520,213,,,,,
55439,3943,3118,214,126,,,,,
55441,10193,8317,680,421,,,,,
55442,7871,6695,396,188,,,,,
55443,16241,12890,1646,762,,,,,
55444,8590,6569,1176,345,,,,,
55445,5551,4544,348,299,,,,,
55446,10970,8682,808,416,,,,,
55447,10967,9016,844,277,,,,,
55448,14890,12372,1341,389,,,,,
55449,13984,11843,868,559,,,,,
55450,0,0,0,0,,,,,
55454,3439,1126,337,654,,,,,
55455,336,34,12,21,,,,,
55601,16,8,2,0,,,,,
55602,70,50,7,0,,,,,
55603,199,175,11,0,,,,,
55604,1582,1091,167,11,,,,,
55605,286,193,48,0,,,,,
55606,100,61,9,0,,,,,
55607,82,41,3,0,,,,,
55609,196,159,19,0,,,,,
55612,497,363,37,0,,,,,
55613,126,103,8,0,,,,,
55614,1074,863,131,0,,,,,
55615,127,86,13,0,,,,,
55616,3197,2389,370,4,,,,,
55702,266,234,26,1,,,,,
55703,329,275,27,0,,,,,
55704,456,374,54,0,,,,,
55705,1369,1067,143,22,,,,,
55706,646,471,71,5,,,,,
55707,1674,1374,169,2,,,,,
55708,314,249,30,5,,,,,
55709,1821,1444,205,16,,,,,
55710,551,476,28,0,,,,,
55711,247,179,24,33,,,,,
55712,237,182,35,0,,,,,
55713,401,360,16,0,,,,,
55716,156,135,17,0,,,,,
55717,130,98,28,0,,,,,
55718,1551,1335,84,4,,,,,
55719,2407,1763,290,12,,,,,
55720,7817,6563,717,46,,,,,
55721,1769,1426,160,3,,,,,
55722,581,519,42,0,,,,,
55723,863,685,84,0,,,,,
55724,406,356,33,1,,,,,
55725,61,46,2,0,,,,,
55726,415,357,40,0,,,,,
55731,2590,1781,227,0,,,,,
55732,611,519,67,2,,,,,
55733,2467,2125,167,0,,,,,
55734,2643,2127,193,2,,,,,
55735,720,575,81,10,,,,,
55736,625,482,69,2,,,,,
55738,266,213,33,2,,,,,
55741,1492,1332,106,4,,,,,
55742,168,126,13,0,,,,,
55744,9002,7372,771,112,,,,,
55746,7587,6223,562,89,,,,,
55748,549,460,59,5,,,,,
55749,238,192,29,0,,,,,
55750,708,562,85,6,,,,,
55751,678,569,79,2,,,,,
55752,160,123,30,0,,,,,
55753,364,300,36,0,,,,,
55756,195,126,53,0,,,,,
55757,399,326,41,0,,,,,
55758,57,47,5,0,,,,,
55760,1127,883,91,4,,,,,
55763,248,225,12,0,,,,,
55764,189,150,19,0,,,,,
55765,336,273,31,2,,,,,
55766,15,11,4,0,,,,,
55767,1718,1220,142,13,,,,,
55768,1389,1227,34,18,,,,,
55769,1080,892,85,3,,,,,
55771,749,561,86,14,,,,,
55772,75,39,7,7,,,,,
55775,573,477,55,0,,,,,
55779,1889,1629,168,0,,,,,
55780,104,92,10,0,,,,,
55781,258,239,18,0,,,,,
55782,225,182,26,0,,,,,
55783,988,798,110,3,,,,,
55784,40,34,4,0,,,,,
55785,76,67,8,0,,,,,
55786,134,105,12,0,,,,,
55787,195,161,13,0,,,,,
55790,959,645,197,7,,,,,
55792,4210,3358,395,56,,,,,
55793,226,171,30,0,,,,,
55795,589,477,56,8,,,,,
55797,641,538,42,0,,,,,
55798,222,193,23,0,,,,,
55802,818,542,38,20,,,,,
55803,9195,7454,829,117,,,,,
55804,7156,5544,897,100,,,,,
55805,5566,3606,570,552,,,,,
55806,4448,3383,455,251,,,,,
55807,5148,4113,515,174,,,,,
55808,2697,2022,278,265,,,,,
55810,4549,3832,346,58,,,,,
55811,12425,10094,1010,204,,,,,
55812,5824,3777,631,286,,,,,
55814,0,0,0,0,,,,,
55901,28763,21086,3357,2082,,,,,
55902,12185,8593,1423,496,,,,,
55904,13085,9987,1621,626,,,,,
55905,0,0,0,0,,,,,
55906,10158,7612,1173,471,,,,,
55909,671,498,59,36,,,,,
55910,771,531,82,6,,,,,
55912,13487,10605,1473,205,,,,,
55917,1839,1517,148,18,,,,,
55918,574,488,62,0,,,,,
55919,543,436,40,2,,,,,
55920,4043,3357,392,49,,,,,
55921,2408,1869,219,13,,,,,
55922,351,213,37,12,,,,,
55923,2445,1821,246,116,,,,,
55924,631,488,61,8,,,,,
55925,565,471,45,3,,,,,
55926,336,251,39,12,,,,,
55927,2093,1647,216,13,,,,,
55929,722,600,65,10,,,,,
55931,178,144,14,0,,,,,
55932,1164,864,128,46,,,,,
55933,111,85,5,8,,,,,
55934,1704,1366,156,49,,,,,
55935,561,338,69,22,,,,,
55936,898,734,75,22,,,,,
55939,836,582,73,14,,,,,
55940,1358,1089,87,28,,,,,
55941,498,403,46,0,,,,,
55943,1562,1203,176,2,,,,,
55944,3950,3256,334,45,,,,,
55945,656,487,62,10,,,,,
55946,1692,1282,183,2,,,,,
55947,4010,3321,257,25,,,,,
55949,896,603,102,19,,,,,
55950,65,52,11,0,,,,,
55951,648,449,90,8,,,,,
55952,1291,1012,126,30,,,,,
55953,392,318,33,0,,,,,
55954,659,456,105,4,,,,,
55955,1551,1283,152,14,,,,,
55956,1075,846,114,5,,,,,
55957,338,249,30,0,,,,,
55959,1333,1164,105,4,,,,,
55960,1830,1414,302,7,,,,,
55961,181,140,14,1,,,,,
55962,414,319,38,2,,,,,
55963,2890,2352,210,46,,,,,
55964,2368,1766,249,105,,,,,
55965,1207,887,117,55,,,,,
55967,572,468,58,9,,,,,
55968,48,36,2,5,,,,,
55969,617,455,65,3,,,,,
55970,480,359,39,13,,,,,
55971,1551,1179,190,21,,,,,
55972,2506,1826,311,53,,,,,
55973,182,143,21,0,,,,,
55974,974,764,67,9,,,,,
55975,2240,1597,303,100,,,,,
55976,3983,3000,530,80,,,,,
55977,117,77,4,0,,,,,
55979,587,399,59,10,,,,,
55981,1823,1342,233,39,,,,,
55982,267,191,41,1,,,,,
55983,779,583,106,14,,,,,
55985,1002,780,107,4,,,,,
55987,19651,15056,1449,412,,,,,
55990,473,351,70,6,,,,,
55991,670,510,92,8,,,,,
55992,2241,1702,240,19,,,,,
56001,26087,20993,1979,430,,,,,
56003,8187,7113,425,126,,,,,
56007,10020,8221,996,119,,,,,
56009,790,657,58,2,,,,,
56010,569,422,66,0,,,,,
56011,4673,3850,360,125,,,,,
56013,2112,1660,227,11,,,,,
56014,336,248,21,0,,,,,
56016,488,399,52,0,,,,,
56017,882,778,27,2,,,,,
56019,463,368,25,1,,,,,
56020,55,48,5,0,,,,,
56021,632,549,52,0,,,,,
56022,33,32,0,0,,,,,
56023,277,190,49,0,,,,,
56024,1649,1440,87,0,,,,,
56025,255,208,5,0,,,,,
56026,1007,842,61,1,,,,,
56027,405,315,49,3,,,,,
56028,661,553,39,0,,,,,
56029,311,265,18,0,,,,,
56031,5848,4635,616,94,,,,,
56032,164,141,11,0,,,,,
56033,197,145,12,1,,,,,
56034,336,272,30,0,,,,,
56035,174,149,8,0,,,,,
56036,1019,855,74,0,,,,,
56037,885,715,70,0,,,,,
56039,582,484,34,0,,,,,
56041,563,420,42,0,,,,,
56042,328,264,29,0,,,,,
56043,250,197,22,6,,,,,
56044,1050,833,76,0,,,,,
56045,430,336,40,0,,,,,
56046,34,31,0,0,,,,,
56047,84,66,7,0,,,,,
56048,2137,1792,180,13,,,,,
56050,907,793,45,2,,,,,
56051,349,296,20,0,,,,,
56052,483,407,32,0,,,,,
56054,525,392,56,0,,,,,
56055,2020,1611,257,0,,,,,
56056,33,28,0,0,,,,,
56057,1834,1500,161,13,,,,,
56058,2976,2292,373,0,,,,,
56060,221,189,11,0,,,,,
56062,1659,1259,98,21,,,,,
56063,1501,1281,113,8,,,,,
56065,1340,1050,165,0,,,,,
56068,533,414,40,2,,,,,
56069,2514,2021,270,18,,,,,
56071,6358,5118,787,15,,,,,
56072,1106,872,91,9,,,,,
56073,9204,7314,636,61,,,,,
56074,1151,907,120,6,,,,,
56075,106,95,9,0,,,,,
56078,248,204,26,1,,,,,
56080,433,385,23,0,,,,,
56081,2959,2369,349,0,,,,,
56082,7184,4767,564,36,,,,,
56083,489,382,22,5,,,,,
56085,2719,2070,249,13,,,,,
56087,1390,1034,129,0,,,,,
56088,1027,874,58,1,,,,,
56089,94,77,5,0,,,,,
56090,343,256,36,0,,,,,
56091,188,160,11,0,,,,,
56093,6199,5010,585,40,,,,,
56096,1440,1132,168,30,,,,,
56097,1871,1494,59,4,,,,,
56098,1021,778,151,1,,,,,
56101,2689,2048,315,37,,,,,
56110,1067,838,87,0,,,,,
56111,289,218,19,0,,,,,
56113,99,76,6,0,,,,,
56114,157,133,6,0,,,,,
56115,713,506,93,0,,,,,
56116,325,255,36,0,,,,,
56117,189,156,19,2,,,,,
56118,200,148,17,4,,,,,
56119,545,455,35,0,,,,,
56120,578,371,90,2,,,,,
56121,284,211,36,0,,,,,
56122,289,193,27,0,,,,,
56123,219,170,13,2,,,,,
56125,34,22,3,0,,,,,
56127,201,162,3,0,,,,,
56128,971,725,55,0,,,,,
56129,344,243,28,0,,,,,
56131,1211,889,134,21,,,,,
56132,281,226,25,0,,,,,
56134,251,179,35,4,,,,,
56136,548,442,49,0,,,,,
56137,519,386,51,0,,,,,
56138,461,343,30,0,,,,,
56139,201,141,19,0,,,,,
56140,13,13,0,0,,,,,
56141,147,118,9,0,,,,,
56142,499,350,52,0,,,,,
56143,2260,1917,147,10,,,,,
56144,522,380,45,4,,,,,
56145,283,225,29,0,,,,,
56146,33,27,4,0,,,,,
56147,79,61,6,0,,,,,
56149,622,503,38,0,,,,,
56150,1409,1090,162,0,,,,,
56151,444,328,40,2,,,,,
56152,646,467,55,0,,,,,
56153,118,103,6,0,,,,,
56155,213,162,7,0,,,,,
56156,2843,2214,272,31,,,,,
56157,517,375,94,0,,,,,
56158,235,189,12,0,,,,,
56159,1305,900,104,16,,,,,
56160,103,76,16,0,,,,,
56161,167,126,18,0,,,,,
56162,129,103,12,1,,,,,
56164,2788,2016,362,28,,,,,
56165,254,191,25,0,,,,,
56166,109,82,9,3,,,,,
56167,324,244,46,3,,,,,
56168,441,317,35,0,,,,,
56169,402,310,40,0,,,,,
56170,286,224,25,0,,,,,
56171,859,713,70,2,,,,,
56172,1452,1133,156,0,,,,,
56173,217,179,21,0,,,,,
56174,157,132,11,0,,,,,
56175,1317,1064,123,12,,,,,
56176,542,415,36,2,,,,,
56177,18,18,0,0,,,,,
56178,886,645,76,3,,,,,
56180,547,336,105,0,,,,,
56181,506,386,46,0,,,,,
56183,547,384,73,7,,,,,
56185,280,219,26,0,,,,,
56186,193,127,33,2,,,,,
56187,6464,4395,1415,28,,,,,
56201,11496,9808,886,171,,,,,
56207,117,101,3,0,,,,,
56208,963,705,114,3,,,,,
56209,1218,997,86,15,,,,,
56210,6,6,0,0,,,,,
56211,215,161,14,0,,,,,
56212,228,179,9,0,,,,,
56214,390,316,19,0,,,,,
56215,2208,1678,170,24,,,,,
56216,394,349,14,0,,,,,
56218,296,212,23,0,,,,,
56219,333,265,11,0,,,,,
56220,1436,1024,175,0,,,,,
56221,297,206,44,0,,,,,
56222,998,861,56,6,,,,,
56223,694,538,45,0,,,,,
56224,191,146,19,0,,,,,
56225,276,239,13,0,,,,,
56226,146,130,6,0,,,,,
56227,106,65,10,3,,,,,
56228,441,353,34,0,,,,,
56229,979,680,170,2,,,,,
56230,438,388,21,0,,,,,
56231,222,165,23,0,,,,,
56232,1149,874,97,4,,,,,
56235,304,232,32,0,,,,,
56236,188,125,16,0,,,,,
56237,276,210,30,2,,,,,
56239,318,237,35,0,,,,,
56240,476,329,42,2,,,,,
56241,1880,1414,202,18,,,,,
56243,842,658,68,0,,,,,
56244,688,565,20,0,,,,,
56245,308,232,39,0,,,,,
56248,366,285,16,0,,,,,
56249,154,102,17,0,,,,,
56251,517,422,47,2,,,,,
56252,646,489,74,1,,,,,
56253,538,402,53,0,,,,,
56255,178,119,17,0,,,,,
56256,1196,874,124,2,,,,,
56257,206,140,12,0,,,,,
56258,8288,6335,1017,102,,,,,
56260,473,385,22,1,,,,,
56262,313,230,53,1,,,,,
56263,281,198,23,0,,,,,
56264,1131,793,119,2,,,,,
56265,4066,3159,399,47,,,,,
56266,824,659,21,0,,,,,
56267,3620,2583,277,67,,,,,
56270,423,323,45,0,,,,,
56271,632,488,43,0,,,,,
56273,2534,2134,215,11,,,,,
56274,56,36,10,0,,,,,
56276,176,123,25,0,,,,,
56277,1544,1241,141,2,,,,,
56278,1301,1005,150,6,,,,,
56279,679,574,44,0,,,,,
56280,309,221,21,0,,,,,
56281,317,248,20,0,,,,,
56282,686,562,52,4,,,,,
56283,3159,2449,325,39,,,,,
56284,1108,917,73,0,,,,,
56285,519,423,33,12,,,,,
56287,28,22,2,0,,,,,
56288,2483,2104,200,3,,,,,
56289,340,268,38,0,,,,,
56291,287,185,35,0,,,,,
56292,282,213,20,0,,,,,
56293,587,411,53,0,,,,,
56294,34,30,0,0,,,,,
56295,172,144,9,0,,,,,
56296,925,713,80,1,,,,,
56297,479,355,32,1,,,,,
56301,18095,14128,1398,488,,,,,
56303,13307,10661,1078,317,,,,,
56304,7397,5931,551,197,,,,,
56307,2677,2173,207,4,,,,,
56308,12632,10756,841,60,,,,,
56309,617,471,47,6,,,,,
56310,2944,2459,253,3,,,,,
56311,310,243,9,10,,,,,
56312,1207,909,95,0,,,,,
56313,43,37,3,0,,,,,
56314,707,549,76,3,,,,,
56315,807,648,54,0,,,,,
56316,646,502,45,0,,,,,
56318,607,471,64,0,,,,,
56319,746,588,60,0,,,,,
56320,4222,3578,309,0,,,,,
56321,697,170,0,47,,,,,
56323,283,243,19,0,,,,,
56324,623,528,42,0,,,,,
56325,84,72,9,0,,,,,
56326,800,646,54,0,,,,,
56327,384,266,64,0,,,,,
56328,80,64,9,0,,,,,
56329,3643,2887,397,9,,,,,
56330,970,790,93,3,,,,,
56331,1058,733,77,0,,,,,
56332,744,606,49,0,,,,,
56334,2603,2066,238,15,,,,,
56335,137,114,10,0,,,,,
56336,725,512,67,0,,,,,
56338,797,616,114,1,,,,,
56339,602,463,58,6,,,,,
56340,1254,1049,84,0,,,,,
56342,995,763,86,9,,,,,
56343,476,375,42,0,,,,,
56345,7317,5950,677,28,,,,,
56347,3110,2405,373,15,,,,,
56349,445,350,37,0,,,,,
56350,198,149,35,0,,,,,
56352,2983,2197,246,4,,,,,
56353,4270,3520,375,20,,,,,
56354,645,496,76,4,,,,,
56355,252,201,31,2,,,,,
56356,158,132,7,0,,,,,
56357,460,380,55,3,,,,,
56358,1510,1136,203,7,,,,,
56359,1362,993,196,0,,,,,
56360,1845,1468,149,0,,,,,
56361,1019,807,107,6,,,,,
56362,2966,2321,281,8,,,,,
56363,85,63,7,0,,,,,
56364,2593,1938,246,7,,,,,
56367,3661,2965,378,2,,,,,
56368,2434,2004,146,2,,,,,
56369,336,208,112,0,,,,,
56371,67,57,0,0,,,,,
56373,1544,1237,157,0,,,,,
56374,5767,3734,507,293,,,,,
56375,544,483,18,0,,,,,
56376,233,211,12,0,,,,,
56377,9695,8222,768,70,,,,,
56378,3906,3093,261,25,,,,,
56379,8277,6960,785,36,,,,,
56381,1130,905,92,6,,,,,
56382,774,568,69,0,,,,,
56384,159,110,18,0,,,,,
56385,433,334,47,0,,,,,
56386,238,171,39,11,,,,,
56387,3529,2763,301,44,,,,,
56389,75,62,3,0,,,,,
56401,13759,11395,1258,55,,,,,
56425,3821,3340,203,24,,,,,
56431,3845,3109,314,13,,,,,
56433,789,616,76,6,,,,,
56434,108,63,15,0,,,,,
56435,1120,831,160,0,,,,,
56436,12,12,0,0,,,,,
56437,586,363,94,0,,,,,
56438,1354,1045,116,2,,,,,
56440,570,428,35,0,,,,,
56441,1367,1098,103,6,,,,,
56442,968,714,72,0,,,,,
56443,594,453,64,3,,,,,
56444,1159,993,59,4,,,,,
56446,677,501,62,0,,,,,
56447,428,319,61,0,,,,,
56448,87,71,2,0,,,,,
56449,956,724,133,8,,,,,
56450,348,277,35,2,,,,,
56452,765,550,116,3,,,,,
56453,400,317,47,0,,,,,
56455,827,654,132,6,,,,,
56456,24,18,5,0,,,,,
56458,117,99,13,0,,,,,
56461,1576,1281,150,3,,,,,
56464,1757,1363,187,0,,,,,
56465,891,702,64,11,,,,,
56466,1463,1115,179,2,,,,,
56467,1008,777,115,3,,,,,
56468,2340,1839,165,4,,,,,
56469,361,262,60,0,,,,,
56470,4785,3760,412,23,,,,,
56472,3473,2853,255,6,,,,,
56473,1647,1347,122,6,,,,,
56474,1634,1267,156,14,,,,,
56475,791,586,79,5,,,,,
56477,1072,785,127,3,,,,,
56479,2283,1813,256,23,,,,,
56481,1022,775,107,1,,,,,
56482,2897,2281,310,35,,,,,
56484,1339,980,112,24,,,,,
56501,8305,6499,928,36,,,,,
56510,913,734,62,7,,,,,
56511,984,767,106,0,,,,,
56514,1884,1491,219,0,,,,,
56515,1259,982,126,9,,,,,
56516,122,93,22,0,,,,,
56517,172,119,4,0,,,,,
56518,157,126,17,0,,,,,
56519,138,89,22,0,,,,,
56520,1967,1586,185,8,,,,,
56521,381,298,35,0,,,,,
56522,256,192,23,0,,,,,
56523,271,215,20,0,,,,,
56524,284,207,25,0,,,,,
56525,81,59,12,0,,,,,
56527,316,245,34,2,,,,,
56528,723,551,69,0,,,,,
56529,2162,1662,307,2,,,,,
56531,986,809,58,0,,,,,
56533,139,114,20,0,,,,,
56534,630,526,73,0,,,,,
56535,527,399,77,0,,,,,
56536,248,196,18,0,,,,,
56537,9034,6947,1059,128,,,,,
56540,889,692,83,0,,,,,
56541,16,12,0,0,,,,,
56542,1288,1026,122,0,,,,,
56543,124,90,15,0,,,,,
56544,2557,1992,262,4,,,,,
56545,388,323,20,0,,,,,
56546,142,104,22,0,,,,,
56547,1516,1275,106,3,,,,,
56548,337,240,27,3,,,,,
56549,2320,1882,218,1,,,,,
56550,228,189,5,0,,,,,
56551,820,613,85,1,,,,,
56552,162,121,20,0,,,,,
56553,154,118,11,0,,,,,
56554,1302,975,182,6,,,,,
56556,459,347,59,0,,,,,
56557,1102,823,108,21,,,,,
56560,23079,18046,1701,275,,,,,
56565,25,19,4,0,,,,,
56566,162,113,18,14,,,,,
56567,1759,1349,220,2,,,,,
56568,65,47,4,0,,,,,
56569,514,384,53,12,,,,,
56570,512,416,51,0,,,,,
56571,699,582,61,1,,,,,
56572,2549,1853,346,9,,,,,
56573,3137,2475,276,64,,,,,
56574,140,113,14,0,,,,,
56575,231,168,14,2,,,,,
56576,255,193,35,0,,,,,
56577,12,12,0,0,,,,,
56578,378,301,33,0,,,,,
56579,535,385,54,0,,,,,
56580,695,577,49,0,,,,,
56581,124,97,9,0,,,,,
56583,63,45,7,0,,,,,
56584,668,536,33,0,,,,,
56585,453,351,35,0,,,,,
56586,885,689,104,5,,,,,
56587,695,536,53,0,,,,,
56588,214,147,15,0,,,,,
56589,849,667,101,11,,,,,
56590,175,130,8,0,,,,,
56591,48,43,2,0,,,,,
56592,229,164,44,0,,,,,
56593,6,6,0,0,,,,,
56594,252,191,34,0,,,,,
56601,16088,12490,1726,104,,,,,
56621,1822,1420,235,20,,,,,
56623,1296,901,169,1,,,,,
56626,131,100,13,2,,,,,
56627,112,78,25,0,,,,,
56628,539,382,86,1,,,,,
56629,111,90,18,0,,,,,
56630,787,561,117,3,,,,,
56633,1459,1053,197,47,,,,,
