GEO.id2,HC01_EST_VC01,HC02_EST_VC01,HC03_EST_VC01,HC04_EST_VC01,,,,,
Id2,Total; Estimate; Workers 16 years and over,"Car, truck, or van -- drove alone; Estimate; Workers 16 years and over","Car, truck, or van -- carpooled; Estimate; Workers 16 years and over",Public transportation (excluding taxicab); Estimate; Workers 16 years and over,,,,,
21636,548,421,100,0,,,,,
21638,2571,1954,208,78,,,,,
21639,1974,1631,221,0,,,,,
21640,604,513,26,0,,,,,
21641,31,27,2,0,,,,,
21643,2437,1892,388,0,,,,,
21644,42,10,32,0,,,,,
21645,498,392,21,25,,,,,
21647,94,90,4,0,,,,,
21648,101,86,0,0,,,,,
21649,841,673,135,0,,,,,
21650,42,25,0,0,,,,,
21651,1469,1133,110,21,,,,,
21652,8,0,0,0,,,,,
21653,30,15,0,0,,,,,
21654,324,275,7,0,,,,,
21655,2696,2263,118,12,,,,,
21657,436,320,108,0,,,,,
21658,1949,1603,164,27,,,,,
21659,667,614,40,0,,,,,
21660,1844,1543,66,20,,,,,
21661,1107,766,75,25,,,,,
21662,346,264,45,0,,,,,
21663,1235,1016,52,5,,,,,
21664,299,238,44,0,,,,,
21665,139,79,17,0,,,,,
21666,6444,5300,529,95,,,,,
21667,121,121,0,0,,,,,
21668,984,856,65,0,,,,,
21669,118,79,15,0,,,,,
21671,430,306,59,0,,,,,
21672,39,28,0,0,,,,,
21673,1794,1417,248,8,,,,,
21675,112,73,34,0,,,,,
21676,230,200,16,0,,,,,
21677,234,172,0,10,,,,,
21678,1127,765,134,11,,,,,
21679,157,157,0,0,,,,,
21701,19386,14060,2250,478,,,,,
21702,20192,15089,2538,783,,,,,
21703,17382,13291,2016,670,,,,,
21704,7378,6044,583,253,,,,,
21705,6,0,0,0,,,,,
21710,2339,1830,234,109,,,,,
21711,385,340,29,0,,,,,
21713,4475,3463,626,46,,,,,
21714,6,6,0,0,,,,,
21716,2429,1749,223,238,,,,,
21717,10,10,0,0,,,,,
21718,73,59,8,3,,,,,
21719,584,494,72,0,,,,,
21722,2665,2147,267,3,,,,,
21723,417,260,114,0,,,,,
21727,3051,2015,268,0,,,,,
21733,497,472,0,10,,,,,
21734,399,310,56,15,,,,,
21737,887,711,54,0,,,,,
21738,1696,1164,262,32,,,,,
21740,25364,19815,2674,329,,,,,
21742,16003,13421,1436,195,,,,,
21746,0,0,0,0,,,,,
21750,1483,1195,214,0,,,,,
21754,3583,2776,320,163,,,,,
21755,3065,2362,300,59,,,,,
21756,1978,1507,234,43,,,,,
21757,1674,1278,245,0,,,,,
21758,2365,1876,227,141,,,,,
21762,156,137,0,0,,,,,
21766,162,120,34,0,,,,,
21767,477,440,0,0,,,,,
21769,5993,4914,526,118,,,,,
21770,3091,2559,257,55,,,,,
21771,16038,13124,1395,173,,,,,
21773,2795,2146,298,30,,,,,
21774,6428,5028,652,162,,,,,
21776,2730,2327,139,5,,,,,
21777,830,583,101,101,,,,,
21778,644,518,29,6,,,,,
21779,444,385,13,14,,,,,
21780,734,569,115,0,,,,,
21781,38,8,0,0,,,,,
21782,2196,1717,264,30,,,,,
21783,4622,3795,542,4,,,,,
21784,19788,17138,1373,295,,,,,
21787,5595,4522,610,51,,,,,
21788,6217,5098,557,78,,,,,
21790,34,0,23,11,,,,,
21791,2817,2279,266,13,,,,,
21793,5224,4257,514,52,,,,,
21794,1292,1021,67,0,,,,,
21795,4411,3963,195,45,,,,,
21797,4792,4048,368,98,,,,,
21798,1333,945,142,22,,,,,
21801,13728,10664,1519,122,,,,,
21802,10,0,0,10,,,,,
21804,17945,14960,1734,194,,,,,
21810,196,196,0,0,,,,,
21811,9440,7576,659,107,,,,,
21813,1315,1005,142,8,,,,,
21814,69,69,0,0,,,,,
21817,1788,1490,166,7,,,,,
21821,248,188,13,0,,,,,
21822,1144,1023,8,0,,,,,
21824,49,30,0,0,,,,,
21826,2804,2558,138,0,,,,,
21829,356,326,21,9,,,,,
21830,1820,1662,97,0,,,,,
21835,542,398,127,0,,,,,
21837,1522,1321,110,13,,,,,
21838,806,644,75,5,,,,,
21840,161,161,0,0,,,,,
21841,443,329,46,0,,,,,
21842,5239,4121,206,72,,,,,
21849,1491,1319,143,0,,,,,
21850,1411,1201,73,0,,,,,
21851,2872,2418,254,45,,,,,
21853,3522,2837,229,81,,,,,
21856,260,184,46,0,,,,,
21861,506,464,20,0,,,,,
21862,254,254,0,0,,,,,
21863,1985,1572,189,72,,,,,
21864,369,312,38,0,,,,,
21865,207,114,93,0,,,,,
21866,19,0,0,0,,,,,
21867,0,0,0,0,,,,,
21869,452,430,1,0,,,,,
21871,835,685,89,0,,,,,
21872,367,305,0,0,,,,,
21874,1256,1149,43,0,,,,,
21875,3009,2710,157,9,,,,,
21890,0,0,0,0,,,,,
21901,8779,7482,595,78,,,,,
21902,0,0,0,0,,,,,
21903,2682,1914,421,108,,,,,
21904,3723,3096,340,33,,,,,
21911,5212,4283,557,23,,,,,
21912,638,564,27,0,,,,,
21913,375,347,3,0,,,,,
21914,178,126,4,0,,,,,
21915,1504,996,366,6,,,,,
21916,2,0,0,0,,,,,
21917,1766,1547,77,0,,,,,
21918,1735,1577,89,37,,,,,
21919,1472,1103,222,0,,,,,
21920,85,85,0,0,,,,,
21921,19782,16343,1645,229,,,,,
21930,75,61,14,0,,,,,
22003,30184,21747,2823,2931,,,,,
22015,23887,17666,2717,1790,,,,,
22025,8896,6499,1190,571,,,,,
22026,7992,5415,1606,490,,,,,
22027,985,742,25,107,,,,,
22030,30645,22428,2330,2330,,,,,
22031,18106,11726,1757,2676,,,,,
22032,15015,10962,1148,1589,,,,,
22033,22595,17328,1697,1846,,,,,
22035,0,0,0,0,,,,,
22039,9056,6647,871,507,,,,,
22041,14260,8786,1392,2435,,,,,
22042,20098,14260,2416,1745,,,,,
22043,14577,9679,1314,2225,,,,,
22044,7731,4735,547,1352,,,,,
22046,9294,5755,742,1707,,,,,
22060,4230,3259,296,381,,,,,
22066,8139,6192,459,313,,,,,
22079,18809,14092,1906,1486,,,,,
22101,13672,9883,1105,547,,,,,
22102,12435,8988,647,1318,,,,,
22124,9637,6703,460,1307,,,,,
22125,431,316,54,34,,,,,
22134,5435,2730,583,75,,,,,
22150,13634,8731,2435,1521,,,,,
22151,8621,6471,742,731,,,,,
22152,15322,11149,1675,1509,,,,,
22153,16759,12383,1879,1386,,,,,
22172,4824,3404,659,315,,,,,
22180,13322,8710,1029,2098,,,,,
22181,7696,4763,510,1542,,,,,
22182,13264,9691,1191,1037,,,,,
22185,0,0,0,0,,,,,
22191,35705,24596,6120,2743,,,,,
22192,29388,21873,4089,1960,,,,,
22193,40748,29470,6292,2986,,,,,
22201,25480,12104,984,8645,,,,,
22202,15961,6321,602,6602,,,,,
22203,14828,7140,543,4650,,,,,
22204,32732,20259,2410,6937,,,,,
22205,11276,6464,1069,2149,,,,,
22206,14145,8993,1277,2844,,,,,
22207,16574,11251,1006,1749,,,,,
22209,8638,3257,431,3577,,,,,
22211,951,301,93,66,,,,,
22213,1885,1195,92,406,,,,,
22214,0,0,0,0,,,,,
22301,7376,3984,549,1752,,,,,
22302,11728,7573,1137,1866,,,,,
22303,9233,5146,366,3260,,,,,
22304,29698,20020,2165,5385,,,,,
22305,10389,5061,1704,2427,,,,,
22306,17729,11775,1829,2721,,,,,
22307,5564,3867,502,608,,,,,
22308,6556,4775,670,491,,,,,
22309,18194,11919,2612,2311,,,,,
22310,16908,12021,1686,2153,,,,,
22311,10450,6436,1170,1979,,,,,
22312,18466,11595,2736,2338,,,,,
22314,20903,10234,1043,6026,,,,,
22315,16356,11614,1304,2377,,,,,
22401,13282,9425,1677,517,,,,,
22405,14459,11079,1877,786,,,,,
22406,10980,7871,1727,517,,,,,
22407,28059,21800,3903,870,,,,,
22408,14134,10866,1806,525,,,,,
22427,2567,1784,295,9,,,,,
22432,186,125,61,0,,,,,
22433,177,167,10,0,,,,,
22435,1003,896,38,0,,,,,
22436,426,370,28,11,,,,,
22437,438,376,23,0,,,,,
22438,139,56,75,0,,,,,
22443,3522,2548,401,31,,,,,
22448,267,184,42,0,,,,,
22454,837,704,34,0,,,,,
22460,711,517,141,0,,,,,
22469,464,391,73,0,,,,,
22473,1983,1668,116,35,,,,,
22476,405,204,135,0,,,,,
22480,230,153,24,0,,,,,
22482,1074,875,108,13,,,,,
22485,11995,10054,1159,149,,,,,
22488,249,220,29,0,,,,,
22503,1914,1443,281,13,,,,,
22504,153,149,4,0,,,,,
22508,5666,4510,649,174,,,,,
22509,17,0,0,0,,,,,
22511,467,356,63,0,,,,,
22514,1211,1007,162,0,,,,,
22520,2828,2066,313,0,,,,,
22529,102,55,0,0,,,,,
22530,0,0,0,0,,,,,
22534,1311,1118,138,8,,,,,
22535,254,188,46,0,,,,,
22538,91,71,20,0,,,,,
22539,1068,842,68,0,,,,,
22542,906,761,134,0,,,,,
22546,7609,6441,838,15,,,,,
22548,59,59,0,0,,,,,
22551,9314,7593,935,144,,,,,
22553,7015,5822,628,153,,,,,
22554,27135,19531,4973,1106,,,,,
22556,13332,10513,1842,156,,,,,
22560,2516,1987,153,0,,,,,
22567,1005,874,99,0,,,,,
22572,2258,1724,158,66,,,,,
22576,733,608,112,7,,,,,
22578,968,799,97,11,,,,,
22579,26,14,0,0,,,,,
22580,2183,1767,177,18,,,,,
22601,13188,9149,1940,136,,,,,
22602,14623,12242,1463,28,,,,,
22603,6123,5155,632,16,,,,,
22610,753,528,155,0,,,,,
22611,4069,3372,397,13,,,,,
22620,1206,986,66,0,,,,,
22623,303,223,32,37,,,,,
22624,1239,1034,157,0,,,,,
22625,2057,1680,232,27,,,,,
22627,246,170,57,0,,,,,
22630,14655,10939,2492,20,,,,,
22637,1000,746,153,0,,,,,
22639,219,214,5,0,,,,,
22640,370,262,92,0,,,,,
22641,94,75,19,0,,,,,
22642,2272,1814,311,12,,,,,
22643,59,50,9,0,,,,,
22644,1115,982,64,0,,,,,
22645,2004,1539,253,8,,,,,
22646,62,29,0,0,,,,,
22650,409,355,44,0,,,,,
22652,476,398,27,0,,,,,
22654,691,545,124,0,,,,,
22655,10739,9071,1073,0,,,,,
22656,1248,827,266,3,,,,,
22657,5185,4333,518,0,,,,,
22660,1031,823,196,0,,,,,
22663,790,607,94,0,,,,,
22664,3781,2988,537,34,,,,,
22701,14899,12201,1592,97,,,,,
22709,413,261,100,0,,,,,
22711,14,14,0,0,,,,,
22712,4179,3535,390,23,,,,,
22713,775,694,20,36,,,,,
22714,599,444,32,0,,,,,
22715,834,601,131,27,,,,,
22716,514,339,50,0,,,,,
22718,317,282,22,0,,,,,
22719,201,126,25,0,,,,,
22720,631,525,21,31,,,,,
22722,146,135,11,0,,,,,
22723,11,11,0,0,,,,,
22724,1050,863,108,29,,,,,
22726,213,178,35,0,,,,,
22727,1808,1419,255,0,,,,,
22728,1811,1330,269,7,,,,,
22729,36,31,1,2,,,,,
22730,13,13,0,0,,,,,
22731,25,25,0,0,,,,,
22732,141,131,10,0,,,,,
22733,764,691,35,0,,,,,
22734,1945,1407,492,0,,,,,
22735,1484,1102,193,51,,,,,
22736,338,305,33,0,,,,,
22737,1194,928,85,6,,,,,
22738,483,442,0,0,,,,,
22740,579,381,87,0,,,,,
22741,20,12,0,0,,,,,
22742,1003,834,102,13,,,,,
22743,117,55,11,0,,,,,
22747,510,359,67,0,,,,,
22749,86,73,8,0,,,,,
22801,16896,12676,1463,456,,,,,
22802,14462,11144,1601,229,,,,,
22807,669,114,57,7,,,,,
22810,206,199,0,0,,,,,
22811,209,158,15,0,,,,,
22812,4258,3142,347,0,,,,,
22815,4099,3474,371,8,,,,,
22820,116,88,28,0,,,,,
22821,3183,2240,313,10,,,,,
22824,2980,2394,472,0,,,,,
22827,4365,3810,346,23,,,,,
22830,832,718,88,0,,,,,
22831,474,397,38,0,,,,,
22832,676,525,95,0,,,,,
22834,465,367,90,0,,,,,
22835,4750,3800,708,12,,,,,
22840,2621,2279,79,0,,,,,
22841,1493,1186,165,18,,,,,
22842,2383,1925,303,9,,,,,
22843,994,903,40,0,,,,,
22844,2226,1793,204,11,,,,,
22845,0,0,0,0,,,,,
22846,1159,978,157,0,,,,,
22847,535,436,47,0,,,,,
22849,1867,1493,243,0,,,,,
22850,487,403,55,0,,,,,
22851,2718,2093,488,35,,,,,
22853,2140,1638,274,0,,,,,
22901,16085,12615,1231,558,,,,,
22902,12263,8513,950,688,,,,,
22903,18480,11282,1437,1537,,,,,
22904,830,211,25,66,,,,,
22911,8705,7029,700,7,,,,,
22920,1843,1608,13,10,,,,,
22922,733,586,44,0,,,,,
22923,2342,2007,236,0,,,,,
22931,216,152,4,1,,,,,
22932,4029,3189,255,28,,,,,
22935,390,270,31,1,,,,,
22936,2447,2184,64,0,,,,,
22937,806,609,96,23,,,,,
22938,938,687,188,5,,,,,
22939,2511,2172,242,0,,,,,
22940,506,281,77,0,,,,,
22942,3670,3022,259,0,,,,,
22943,121,95,26,0,,,,,
22946,127,127,0,0,,,,,
22947,1931,1358,176,40,,,,,
22948,106,38,15,0,,,,,
22949,376,301,0,0,,,,,
22952,1099,973,61,0,,,,,
22958,819,594,32,0,,,,,
22959,621,580,30,0,,,,,
22960,4453,3426,629,9,,,,,
22963,7253,5663,1060,0,,,,,
22964,59,48,11,0,,,,,
22967,893,694,145,0,,,,,
22968,4885,4141,486,41,,,,,
22969,557,434,68,0,,,,,
22971,791,521,143,0,,,,,
22972,123,112,0,0,,,,,
22973,2762,2259,410,0,,,,,
22974,2587,2086,264,0,,,,,
22976,269,192,20,0,,,,,
22980,14510,12185,1291,39,,,,,
22989,0,0,0,0,,,,,
23002,4284,3532,481,48,,,,,
23004,440,330,81,1,,,,,
23005,7578,6187,422,9,,,,,
23009,3443,2895,263,0,,,,,
23011,620,443,51,2,,,,,
23015,2041,1749,27,10,,,,,
23021,125,89,8,0,,,,,
23022,749,596,103,0,,,,,
23023,186,186,0,0,,,,,
23024,3842,3320,314,8,,,,,
23025,71,22,49,0,,,,,
23027,455,393,44,0,,,,,
23030,2247,1897,167,11,,,,,
23032,110,91,4,6,,,,,
23035,410,318,17,7,,,,,
23038,585,549,1,9,,,,,
23039,649,612,11,0,,,,,
23040,2120,1602,347,6,,,,,
23043,559,487,35,3,,,,,
23045,59,59,0,0,,,,,
23047,990,884,72,0,,,,,
23050,363,316,15,0,,,,,
23055,349,255,83,1,,,,,
23056,83,73,0,0,,,,,
23059,17186,14925,1095,48,,,,,
23060,18138,15422,1341,206,,,,,
23061,10525,8746,1081,30,,,,,
23062,1021,819,68,0,,,,,
23063,2168,1712,357,8,,,,,
23064,179,179,0,0,,,,,
23065,1013,912,75,0,,,,,
23066,232,187,0,0,,,,,
23068,138,122,0,0,,,,,
23069,1415,1212,108,0,,,,,
23070,222,189,17,0,,,,,
23071,694,561,35,0,,,,,
23072,5396,4512,549,4,,,,,
23075,4678,3888,497,132,,,,,
23076,371,309,33,0,,,,,
23079,296,290,0,0,,,,,
23083,902,751,51,0,,,,,
23084,886,674,83,14,,,,,
23085,249,205,20,9,,,,,
23086,1443,1258,60,0,,,,,
23089,2013,1559,177,0,,,,,
23091,163,100,0,0,,,,,
23092,339,247,0,3,,,,,
23093,6200,4796,706,14,,,,,
23102,1688,1372,116,9,,,,,
23103,2349,1960,102,0,,,,,
23106,315,287,28,0,,,,,
23108,208,65,46,0,,,,,
23109,1254,971,168,0,,,,,
23110,205,194,5,0,,,,,
23111,18903,16232,1309,28,,,,,
23112,26331,22335,1779,305,,,,,
23113,11547,9800,489,27,,,,,
23114,9021,7815,327,12,,,,,
23115,143,143,0,0,,,,,
23116,14389,12154,855,110,,,,,
23117,4002,3291,359,106,,,,,
23119,128,97,25,0,,,,,
23120,3804,3202,312,0,,,,,
23123,646,514,125,0,,,,,
23124,1761,1423,234,6,,,,,
23125,0,0,0,0,,,,,
23126,76,64,0,0,,,,,
23128,513,446,19,0,,,,,
23129,228,211,0,0,,,,,
23130,39,22,17,0,,,,,
23138,157,143,0,0,,,,,
23139,12139,9890,1167,44,,,,,
23140,3265,2589,385,6,,,,,
23141,3255,2762,250,17,,,,,
23146,1673,1400,103,0,,,,,
23148,1020,874,59,0,,,,,
23149,1345,1128,151,6,,,,,
23150,5668,4923,449,53,,,,,
23153,611,488,79,0,,,,,
23156,707,599,81,0,,,,,
23160,7,4,0,0,,,,,
23161,59,42,0,0,,,,,
23163,42,42,0,0,,,,,
23168,3193,2636,432,0,,,,,
23169,502,389,67,8,,,,,
23173,1012,278,69,6,,,,,
23175,686,517,23,0,,,,,
23176,198,152,30,0,,,,,
23177,181,169,12,0,,,,,
23180,215,207,0,0,,,,,
23181,2828,2459,179,0,,,,,
23185,21016,16697,1320,339,,,,,
23187,63,0,0,0,,,,,
23188,18314,15166,1525,197,,,,,
23192,3673,2976,237,58,,,,,
23219,1500,741,25,215,,,,,
23220,18437,12426,1036,1029,,,,,
23221,9659,7295,671,372,,,,,
23222,10463,7267,1406,1058,,,,,
23223,21755,16342,2091,1328,,,,,
23224,15573,10164,3409,872,,,,,
23225,20007,15299,2368,549,,,,,
23226,8663,7356,462,76,,,,,
23227,12073,9372,1292,482,,,,,
23228,19316,16130,2097,90,,,,,
23229,16778,13305,1828,147,,,,,
23230,3479,2668,340,60,,,,,
23231,17337,14707,1548,323,,,,,
23233,16894,14436,1295,191,,,,,
23234,20988,16103,3528,436,,,,,
23235,15818,13817,1146,94,,,,,
23236,13232,11439,971,145,,,,,
23237,10174,8657,1134,52,,,,,
23238,13339,10739,785,171,,,,,
23250,0,0,0,0,,,,,
23294,9526,7731,1239,77,,,,,
23301,395,290,80,0,,,,,
23302,111,111,0,0,,,,,
23303,661,597,42,0,,,,,
23304,138,138,0,0,,,,,
23306,443,398,20,3,,,,,
23307,295,263,7,0,,,,,
23308,740,678,33,0,,,,,
23310,1808,1362,233,29,,,,,
23313,62,62,0,0,,,,,
23314,3997,3579,323,14,,,,,
23315,835,659,149,0,,,,,
23316,86,48,17,0,,,,,
23320,28829,25001,2270,162,,,,,
23321,16093,14225,933,68,,,,,
23322,29130,25131,1787,64,,,,,
23323,17972,15619,1278,93,,,,,
23324,10012,8410,757,228,,,,,
23325,8617,7331,707,156,,,,,
23336,1355,1144,135,0,,,,,
23337,232,201,19,0,,,,,
23347,219,118,62,13,,,,,
23350,1191,959,97,15,,,,,
23354,131,72,0,0,,,,,
23356,514,462,37,0,,,,,
23357,274,256,18,0,,,,,
23358,18,18,0,0,,,,,
23359,475,306,141,0,,,,,
23389,38,38,0,0,,,,,
23395,124,124,0,0,,,,,
23398,17,0,0,0,,,,,
23401,33,26,1,2,,,,,
23405,511,329,143,0,,,,,
23407,249,219,30,0,,,,,
23408,6,6,0,0,,,,,
23409,33,33,0,0,,,,,
23410,1080,887,77,0,,,,,
23413,412,345,51,0,,,,,
23414,31,25,6,0,,,,,
23415,948,821,20,18,,,,,
23416,168,168,0,0,,,,,
23417,1092,809,167,10,,,,,
23418,413,336,33,0,,,,,
23420,1472,927,326,0,,,,,
23421,1868,1486,263,12,,,,,
23422,54,34,8,0,,,,,
23423,112,96,8,0,,,,,
23426,99,59,28,0,,,,,
23427,80,69,6,0,,,,,
23430,7977,6921,715,12,,,,,
23432,520,448,18,5,,,,,
23433,509,437,17,0,,,,,
23434,21522,18160,1856,137,,,,,
23435,14434,12885,1072,0,,,,,
23436,537,449,32,0,,,,,
23437,1880,1539,219,4,,,,,
23438,1012,831,112,0,,,,,
23440,223,34,2,18,,,,,
23441,64,54,10,0,,,,,
23442,748,589,86,0,,,,,
23451,22417,18426,1693,290,,,,,
23452,31469,26467,2632,225,,,,,
23453,18732,15846,1824,158,,,,,
23454,31118,25121,2419,255,,,,,
23455,27371,21993,2404,93,,,,,
23456,26073,22276,1672,197,,,,,
23457,2316,2070,87,9,,,,,
23459,548,369,58,0,,,,,
23460,1789,777,163,0,,,,,
23461,461,167,36,0,,,,,
23462,32997,27387,2569,415,,,,,
23464,38356,31937,3491,345,,,,,
23480,105,85,5,7,,,,,
23486,66,66,0,0,,,,,
23487,2908,2540,260,0,,,,,
23488,16,16,0,0,,,,,
23502,10175,8195,957,500,,,,,
23503,16996,14129,1473,670,,,,,
23504,8617,5671,764,1295,,,,,
23505,15670,12224,1673,424,,,,,
23507,4120,3193,218,52,,,,,
23508,9400,6827,586,214,,,,,
23509,6259,5114,491,265,,,,,
23510,2887,1991,219,162,,,,,
23511,13447,5425,857,65,,,,,
23513,14449,11409,1647,614,,,,,
23517,2635,1921,258,86,,,,,
23518,14816,12710,1117,315,,,,,
23523,3045,2048,347,203,,,,,
23551,786,536,79,43,,,,,
23601,12561,9899,1592,478,,,,,
23602,19705,17117,1404,209,,,,,
23603,2157,1778,87,20,,,,,
23604,4351,1415,394,675,,,,,
23605,5922,4879,630,209,,,,,
23606,14771,11948,1301,102,,,,,
23607,8657,5756,796,884,,,,,
23608,21717,18344,2175,562,,,,,
23651,246,160,48,0,,,,,
23661,5971,4903,448,305,,,,,
23662,5886,5214,299,0,,,,,
23663,5716,4721,400,229,,,,,
23664,4825,4198,318,63,,,,,
23665,3035,2408,159,0,,,,,
23666,25927,21926,2207,583,,,,,
23669,18168,14400,1559,546,,,,,
23690,1785,1218,180,0,,,,,
23691,49,49,0,0,,,,,
23692,8951,7631,826,26,,,,,
23693,12042,10472,759,30,,,,,
23696,1829,1548,125,0,,,,,
23701,10374,8969,847,99,,,,,
23702,4627,3867,417,124,,,,,
23703,12989,10922,848,178,,,,,
23704,7006,5137,694,320,,,,,
23707,6682,5479,609,216,,,,,
23708,364,119,0,0,,,,,
23709,332,222,0,0,,,,,
23801,1961,1590,74,19,,,,,
23803,16017,13183,1611,334,,,,,
23805,9322,7813,705,67,,,,,
23806,390,180,27,20,,,,,
23821,789,668,86,3,,,,,
23824,3017,2505,460,0,,,,,
23827,608,512,18,0,,,,,
23828,170,158,11,0,,,,,
23829,616,551,35,0,,,,,
23830,487,431,42,0,,,,,
23831,17487,14797,1555,40,,,,,
23832,17455,15391,1095,24,,,,,
23833,1189,1116,38,10,,,,,
23834,11341,9778,924,9,,,,,
23836,6429,5647,439,13,,,,,
23837,2036,1803,117,0,,,,,
23838,8426,7236,609,65,,,,,
23839,380,365,12,0,,,,,
23840,1061,913,26,0,,,,,
23841,1627,1364,109,0,,,,,
23842,3539,2987,442,0,,,,,
23843,238,210,15,0,,,,,
23844,240,217,9,0,,,,,
23845,160,122,0,0,,,,,
23846,419,388,0,0,,,,,
23847,4473,3601,624,40,,,,,
23850,357,338,19,0,,,,,
23851,5499,4736,456,0,,,,,
23856,357,247,44,30,,,,,
23857,286,271,15,0,,,,,
23860,11799,9634,1192,121,,,,,
23866,1013,852,101,24,,,,,
23867,759,626,82,0,,,,,
23868,2093,1684,296,6,,,,,
23872,1135,939,107,0,,,,,
23874,438,325,65,0,,,,,
23875,4937,4430,219,20,,,,,
23876,241,203,14,0,,,,,
23878,637,567,38,0,,,,,
23879,390,356,3,0,,,,,
23881,818,598,142,0,,,,,
23882,723,660,47,0,,,,,
23883,1194,953,155,11,,,,,
23884,23,17,0,0,,,,,
23885,1288,1115,107,0,,,,,
23887,163,152,0,0,,,,,
23888,808,739,52,0,,,,,
23889,301,205,45,0,,,,,
23890,1147,1022,75,0,,,,,
23891,1,1,0,0,,,,,
23893,90,90,0,0,,,,,
23894,253,253,0,0,,,,,
23897,215,184,13,18,,,,,
23898,1039,867,93,0,,,,,
23899,95,67,18,0,,,,,
23901,6779,4727,783,19,,,,,
23909,138,65,18,0,,,,,
23915,287,287,0,0,,,,,
23917,932,744,133,0,,,,,
23919,847,712,76,0,,,,,
23920,1688,1535,59,49,,,,,
23921,786,580,99,15,,,,,
23922,768,676,21,0,,,,,
23923,1061,981,21,2,,,,,
23924,2361,1805,352,7,,,,,
23927,1511,1154,194,0,,,,,
23930,2113,1737,186,12,,,,,
23934,235,196,25,0,,,,,
23936,2456,2073,261,16,,,,,
23937,747,501,170,0,,,,,
23938,132,117,9,0,,,,,
23942,530,371,97,0,,,,,
23943,12,0,0,0,,,,,
23944,1616,1290,217,0,,,,,
23947,1560,1266,141,13,,,,,
23950,1328,940,235,0,,,,,
23952,39,39,0,0,,,,,
23954,610,512,84,0,,,,,
23958,1142,812,95,0,,,,,
23959,616,490,95,0,,,,,
23960,609,524,78,0,,,,,
23962,122,98,18,0,,,,,
23963,190,101,38,0,,,,,
23964,620,348,128,5,,,,,
23966,1203,1027,71,0,,,,,
23967,588,419,91,24,,,,,
23968,273,221,16,0,,,,,
23970,3911,3172,431,37,,,,,
23974,1581,1161,163,22,,,,,
23976,53,31,6,0,,,,,
24011,238,177,5,4,,,,,
24012,13830,11876,1085,222,,,,,
24013,3103,2355,429,62,,,,,
24014,8456,7327,536,151,,,,,
24015,8726,7168,888,148,,,,,
24016,3840,2336,555,431,,,,,
24017,10210,7862,1286,442,,,,,
24018,18032,15853,1069,47,,,,,
24019,13327,11882,784,10,,,,,
24020,209,67,3,0,,,,,
24053,1099,941,63,23,,,,,
24054,2574,2217,230,16,,,,,
24055,4650,4029,426,0,,,,,
24058,83,83,0,0,,,,,
24059,405,355,50,0,,,,,
24060,22978,15331,1574,2249,,,,,
24064,1918,1830,53,0,,,,,
24065,3296,2698,429,12,,,,,
24066,2400,2167,143,2,,,,,
24067,979,720,152,0,,,,,
24069,935,768,135,11,,,,,
24070,689,506,104,0,,,,,
24072,774,455,165,0,,,,,
24073,16227,13841,1424,64,,,,,
24076,440,392,29,0,,,,,
24077,550,492,40,0,,,,,
24078,3253,2808,347,19,,,,,
24079,999,831,106,0,,,,,
24082,108,96,12,0,,,,,
24083,1312,1254,58,0,,,,,
24084,5046,4327,522,76,,,,,
24085,907,794,66,0,,,,,
24086,67,33,0,0,,,,,
24087,1891,1573,253,12,,,,,
24088,2354,1515,179,9,,,,,
24089,1112,1031,81,0,,,,,
24090,2119,1679,254,1,,,,,
24091,3323,2780,249,0,,,,,
24092,1169,808,167,24,,,,,
24093,64,47,3,0,,,,,
24095,2297,1856,220,0,,,,,
24101,2994,2392,387,0,,,,,
24102,842,709,45,36,,,,,
24104,1342,868,394,39,,,,,
24105,139,84,55,0,,,,,
24112,12518,10435,1402,49,,,,,
24120,486,451,23,11,,,,,
24121,4185,3310,524,0,,,,,
24122,845,631,68,0,,,,,
24124,1863,1596,195,0,,,,,
24127,1628,1306,279,0,,,,,
24128,734,547,129,0,,,,,
24130,11,0,11,0,,,,,
24131,52,26,0,0,,,,,
24132,111,74,37,0,,,,,
24133,1064,902,117,0,,,,,
24134,2520,1788,436,4,,,,,
24136,1547,1242,178,3,,,,,
24137,1163,936,124,8,,,,,
24138,707,618,71,0,,,,,
24139,235,200,35,0,,,,,
24141,9574,7895,715,31,,,,,
24142,543,196,95,0,,,,,
24147,517,447,40,0,,,,,
24148,3400,3087,207,19,,,,,
24149,1687,1399,130,0,,,,,
24150,239,223,16,0,,,,,
24151,8746,7250,1079,16,,,,,
24153,17673,14703,1477,149,,,,,
24161,225,84,93,0,,,,,
24162,1009,800,177,0,,,,,
24165,475,430,37,0,,,,,
24167,244,161,69,0,,,,,
24168,90,90,0,0,,,,,
24171,3094,2650,266,0,,,,,
24174,1012,821,98,44,,,,,
24175,4164,3810,213,40,,,,,
24176,595,409,66,0,,,,,
24179,8528,7347,908,28,,,,,
24184,1881,1537,144,21,,,,,
24185,302,245,10,0,,,,,
24201,6731,5592,551,120,,,,,
24202,5266,4510,439,0,,,,,
24210,7646,6315,814,13,,,,,
24211,4714,4130,223,61,,,,,
24216,705,603,60,0,,,,,
24217,95,80,0,0,,,,,
24219,3479,2880,487,25,,,,,
24220,201,178,10,0,,,,,
24221,353,293,47,0,,,,,
24224,2142,1795,257,0,,,,,
24225,582,542,26,0,,,,,
